0.000000000000000000e+00 -1.231428272239033367e-01 3.233099799185523010e-03 1.468198336526560337e-02 -1.200582160790847688e-02 7.908461338879121255e-03 -1.347007149718100006e-03 1.504493946380516898e-03 -2.688456738827670034e-04 3.722496840569811507e-04
1.000000000000000056e-01 -3.035763807899950414e-03 -2.913467535756861931e-02 -2.288117109200443408e-02 6.895597175906912138e-03 -2.171624179531153609e-02 -1.240858886307599426e-02 -1.084914250569119464e-02 -9.525278178185282371e-03 -8.698744310542266822e-03
2.000000000000000111e-01 9.624391971065668350e-02 -5.945809074717757492e-02 -3.851950930727097988e-02 6.777053261340301726e-04 -8.215203079215242787e-03 -8.750608484075567822e-03 -2.420883476710281035e-02 -1.451596135252626596e-02 -1.639330877472946341e-02
3.000000000000000444e-01 -7.044482087798292769e-02 -1.108308866369541942e-02 -2.555768188780571659e-02 -1.380265575338899403e-02 2.484076124248946194e-03 -2.757169239203719618e-02 -2.271471494785109319e-02 -1.909296909260784283e-02 -1.925260659920693257e-02
4.000000000000000222e-01 -2.120963173382914985e-02 -7.011429111194455999e-02 3.690976030903592164e-02 -1.090257667813352219e-02 -1.911988251867348734e-02 -2.070308250321597349e-02 -2.226390034567761814e-02 -2.168586804122187711e-02 -1.883995234552342246e-02
5.000000000000000000e-01 -1.140036865784970349e-01 -3.944513749172880168e-02 -1.311061577471653652e-02 -1.885860038250853840e-02 -1.822812752953756679e-02 -1.226882424075690335e-02 -2.336744529282438337e-02 -1.838721510487062449e-02 -2.227306963434218939e-02
6.000000000000000888e-01 1.344556441790255574e-01 8.153166597995545328e-03 4.089068100837658926e-03 -6.320036686312140162e-03 -2.877663596713379845e-02 -2.283110446635609747e-02 -1.846591341152725718e-02 -1.727675583398666226e-02 -1.536930270808962648e-02
7.000000000000000666e-01 7.467249317855724489e-02 -4.515623448318247836e-03 3.750921050883224139e-02 -2.009606140409578301e-02 -1.719455433284307333e-02 -1.733963707360175466e-03 -1.164126528017844948e-02 -1.450083308245459120e-02 -1.271975463774033081e-02
8.000000000000000444e-01 7.289905696295499726e-02 -1.283339784545274066e-02 4.348201546386758209e-02 1.570444460339203568e-02 1.176384972964780035e-02 -4.782408407659565971e-03 -7.726965768326413478e-03 -4.166009719734582728e-03 -3.865701797690771109e-03
9.000000000000000222e-01 1.135322618506420939e-01 1.674177148013528821e-02 -4.306175315084858138e-03 1.013255446773244674e-02 -4.839957398136737754e-03 -2.167375727379119640e-03 9.075128185750087201e-03 6.354675166232753858e-03 4.988126245140083424e-03
1.000000000000000000e+00 1.067136834209356649e-01 9.638545934744770227e-02 1.329228403094443595e-02 4.165556788926733089e-02 2.367913423438201131e-02 1.520107179266831816e-02 1.317874274432040416e-02 1.325649850030196850e-02 1.511278647748710326e-02
1.100000000000000089e+00 1.157751872290158218e-01 3.978702412788619885e-02 -1.869231695059179327e-02 2.478616106058514901e-02 4.844319711753460045e-02 2.652601865665325798e-02 3.298941747395903179e-02 2.738841513342139822e-02 2.908873948382936780e-02
1.200000000000000178e+00 -2.015432473732972074e-01 1.261668358933512035e-01 3.701350132570122020e-02 3.143041096376539972e-02 4.503331352797181053e-02 5.106459903850879556e-02 5.070586300751334791e-02 3.898435057476413307e-02 4.094634455463306427e-02
1.300000000000000044e+00 1.863735262743411725e-01 1.001855621240599625e-01 5.225276908912716844e-03 3.845682509461146453e-02 3.042143657311606117e-02 6.500882011174809183e-02 5.753719655524579257e-02 5.494579455380803334e-02 5.673380552183076436e-02
1.400000000000000133e+00 6.740458985097605438e-03 8.145821589344960645e-02 3.182412384033849601e-02 5.612999143492632820e-02 7.288267083385251144e-02 8.455995109970607104e-02 7.348455219561512985e-02 7.084205708882895802e-02 7.138089048558636518e-02
1.500000000000000000e+00 8.486608402184575572e-02 -5.227401827584404748e-02 1.785950510775817512e-02 9.240402146873130662e-02 9.496453401048646215e-02 9.509259316560356168e-02 8.568155054799000969e-02 8.689673116869900404e-02 8.487657997755206074e-02
1.600000000000000089e+00 2.122791906879469837e-01 1.816550638904721460e-01 6.173256084649066805e-02 8.901209971547890953e-02 9.842147784050161996e-02 1.036194183490910109e-01 1.008283983849623533e-01 9.968612856454545090e-02 1.015988277776492532e-01
1.700000000000000178e+00 2.137133284808297173e-02 7.616257493227790443e-02 9.379385493966953258e-02 6.385356342068333746e-02 1.123012984843616280e-01 1.191342178941190988e-01 1.141351327232858343e-01 1.141899126720063024e-01 1.176957127254792540e-01
1.800000000000000044e+00 1.371208158734283089e-01 9.300196112173941820e-02 1.890484926347182071e-01 1.034428965788700555e-01 1.346501095896712463e-01 1.322125407091753191e-01 1.322986252448236921e-01 1.325743746438043935e-01 1.306290368540063973e-01
1.900000000000000133e+00 2.125686766730733868e-01 1.738617330647297399e-01 1.920435102144860684e-01 1.501663235286749276e-01 1.540480645710229912e-01 1.566504563423426200e-01 1.463325092404594296e-01 1.457909813979088864e-01 1.470908080358335757e-01
2.000000000000000000e+00 2.389907906480497612e-01 1.440575809289759424e-01 1.292057551343546162e-01 1.575121692243232896e-01 1.582519441839733698e-01 1.711444185971355558e-01 1.624152754958419209e-01 1.632143134545177288e-01 1.609162202087823512e-01
2.100000000000000089e+00 1.330715158414867427e-01 1.756823979392075352e-01 1.559759716247681172e-01 1.873571329939342778e-01 1.639446021012302690e-01 1.759228718714651585e-01 1.763152669474557510e-01 1.735054644679387137e-01 1.725205448142089482e-01
2.200000000000000178e+00 1.459357548875025723e-01 1.645842874361586605e-01 1.584320830382187628e-01 2.147708280280513360e-01 2.005859757294040646e-01 1.968555179441956182e-01 1.842640585123211106e-01 1.829633174247301264e-01 1.844937387243070215e-01
2.300000000000000266e+00 1.357563682338438493e-01 2.377042299018579385e-01 1.401845671186145170e-01 1.972962416080737136e-01 2.010898341057399119e-01 1.889380353491484921e-01 1.931223672851497541e-01 1.931807797218625111e-01 1.936874416833069545e-01
2.400000000000000355e+00 5.986446747232901378e-02 2.315436499872234322e-01 2.306051744509205470e-01 1.785322078393815903e-01 2.037464701862359562e-01 2.026082718649236392e-01 1.988489253616755881e-01 1.990674976862045198e-01 2.012698661496378216e-01
2.500000000000000000e+00 1.529125073584882422e-01 3.123953149315676914e-01 1.798704842892352440e-01 1.994663857944983798e-01 1.924733015121390112e-01 2.081683069909138761e-01 2.094386269478697160e-01 2.069839677014998769e-01 2.046188656493604929e-01
2.600000000000000089e+00 2.158453372846774188e-01 2.683406210418729509e-01 2.235765825093951331e-01 2.182918116916469919e-01 1.960170036655098091e-01 2.076838361835280367e-01 2.140757713267042173e-01 2.075362545922214141e-01 2.069650831612588060e-01
2.700000000000000178e+00 2.806491115422378169e-01 2.710130690884525739e-01 2.055584791532188149e-01 1.982733011966261727e-01 2.108824886089767647e-01 2.034138365757067191e-01 2.077851014276933250e-01 2.102597696251565784e-01 2.074438922004736285e-01
2.800000000000000266e+00 1.725936185405835266e-01 1.905044027281345420e-01 2.161000547444418551e-01 2.126433645368837888e-01 1.981367079137681675e-01 2.109350768711050206e-01 2.114335724729368982e-01 2.075762522691191880e-01 2.092258199494016757e-01
2.900000000000000355e+00 3.605960580728164722e-01 1.993313039355650296e-01 2.339454746134663754e-01 2.071425339531819954e-01 2.107159468004503877e-01 2.055608343785511327e-01 2.016060097135492779e-01 2.034287782859788285e-01 2.032554018963996512e-01
3.000000000000000000e+00 1.137781899457227519e-01 1.766986582558672803e-01 2.324809573429453824e-01 2.078892503305680151e-01 2.156652622678429110e-01 2.002187780374269366e-01 1.974650505767538422e-01 1.965617190739109843e-01 1.965900970314696516e-01
3.100000000000000089e+00 1.595886848435924543e-01 1.646522056197926576e-01 2.025823947717866891e-01 1.735403518623999941e-01 1.643009085282092774e-01 1.822263170239337704e-01 1.838799880423496458e-01 1.833288159280976326e-01 1.866141074453798177e-01
3.200000000000000178e+00 1.245394630081927967e-01 2.632375371102323447e-01 1.850320737493983958e-01 1.848182813110783862e-01 1.741480583647863067e-01 1.671361696401620633e-01 1.742791604490584456e-01 1.731927551405242072e-01 1.705599536015069695e-01
3.300000000000000266e+00 2.096163130718992906e-01 1.898752631981572014e-01 1.506119206167758073e-01 1.650992250108498094e-01 1.615882880294046975e-01 1.529678346172890224e-01 1.518538888990293434e-01 1.548417156826621399e-01 1.546944884181948310e-01
3.400000000000000355e+00 3.678378522405846285e-01 1.864380069278503416e-01 1.054748533026066554e-01 1.473472772188731683e-01 1.402229045987752887e-01 1.472099965406181987e-01 1.391455220974168461e-01 1.349025760215044056e-01 1.346345991562854505e-01
3.500000000000000000e+00 -1.109550252152134708e-01 9.755167475054417336e-02 1.233315737580306798e-01 1.240095059354683477e-01 9.369140162338182587e-02 1.227993989645188716e-01 1.082844201242724458e-01 1.146960292489810074e-01 1.131812110261481291e-01
