0.000000000000000000e+00 3.791589227958937214e-02 -9.971115503064822971e-02 1.118855428508218341e-02 1.188093671395342929e-02 -2.071213000383978139e-03 -1.204218201316030641e-03 7.200515179197683599e-04 -3.723719025877957121e-04 1.510203912810702568e-03
1.000000000000000056e-01 -2.111617559376405828e-01 -6.140152399068984912e-02 -6.119229508136189710e-02 -1.023059136256720784e-02 -9.438861989454545853e-03 -6.239820312617961988e-03 -1.317426437270180495e-02 -6.455719799435583224e-03 -1.116687379949218330e-02
2.000000000000000111e-01 9.532606843681988573e-02 -7.070605561693094065e-02 5.401528096850662097e-03 2.098580930385756174e-02 -3.209017477307713612e-02 -2.090935650790095440e-02 -1.783411201531765258e-02 -1.385643101027871082e-02 -1.367105118453812093e-02
3.000000000000000444e-01 8.188813021890534172e-02 -8.420987673679342783e-03 -2.827114706385185777e-02 -3.667796862223393628e-02 -3.309402433271236427e-02 -2.420743419646533348e-02 -2.277202280188959232e-02 -2.161903852090323042e-02 -1.970556873162270656e-02
4.000000000000000222e-01 -1.622671519767647161e-02 -5.284068973782467260e-04 1.487788398470924964e-02 -2.192754623781123513e-02 -8.914055831359703891e-03 -2.143095844119112872e-02 -1.792357778783889091e-02 -1.985952701171631030e-02 -2.000977158262267491e-02
5.000000000000000000e-01 1.259149949187293172e-01 5.162740981092135695e-02 -6.216085223898853290e-02 6.043505338839003094e-03 -3.046391471092253778e-02 -1.258392933222837740e-02 -2.166518462338529183e-02 -1.929075607370871540e-02 -2.073282073041493589e-02
6.000000000000000888e-01 3.458115812479399531e-02 -8.368216013788438642e-03 -6.762350690808986708e-02 -1.576245503775628928e-02 -3.041724689938841986e-02 -1.821815787310386570e-02 -1.513815015742598843e-02 -1.551519573264113772e-02 -1.853735546820711733e-02
7.000000000000000666e-01 -2.522419066169340751e-01 5.128150574427984415e-02 -6.896929088818176679e-02 3.385651294487476010e-03 1.438731281574726767e-02 -1.626829205780861570e-02 -1.487785330229023963e-02 -8.457839488178896595e-03 -1.162979535325320453e-02
8.000000000000000444e-01 3.073934841101228638e-02 -1.970036584505919369e-02 -3.550436555074788780e-02 -1.664932819851937251e-02 -4.906986363452468108e-03 -4.762595150691953383e-04 -6.110813920331889353e-03 -3.940391679938120249e-03 -4.501322347292129392e-03
9.000000000000000222e-01 3.670763150041597006e-02 4.457825415762005014e-03 1.848909693838544921e-02 2.751407776528247071e-02 -7.900373312597569822e-03 1.549485014090471423e-02 5.870863658031670422e-03 7.976317953743494032e-03 3.734572506222148640e-03
1.000000000000000000e+00 -1.301186427611365076e-02 -3.528507316404388278e-02 6.152139195515710091e-02 4.414336181785712826e-03 1.711919938105112629e-02 2.270530548044635832e-02 1.665647255771345037e-02 1.447914232677771293e-02 1.673665495852339966e-02
1.100000000000000089e+00 -6.882293558468903505e-02 3.170257420513473978e-02 -8.617671726709838498e-03 5.568702183295692887e-03 2.595956238259897880e-02 3.200870300185437722e-02 2.685028840738900094e-02 3.229237825357101493e-02 2.896572628844896330e-02
1.200000000000000178e+00 2.256434421198279250e-01 7.399876350655107404e-02 5.634852688891178740e-02 7.157793184401212150e-02 4.028479260850999916e-02 3.775165048340698576e-02 3.908531310725677638e-02 4.198661158542514593e-02 4.024425380464734248e-02
1.300000000000000044e+00 1.107080652210130078e-01 9.456950155981141970e-02 8.064008590187415892e-02 5.176442634722541042e-02 5.445276780168829822e-02 5.779532046713865140e-02 5.151130880533032197e-02 5.228552228736069174e-02 5.613417744116954572e-02
1.400000000000000133e+00 2.171477075901013798e-01 5.235954137422184351e-02 8.995740306891598925e-02 9.477975297302992930e-02 7.754867620372966897e-02 7.051598703503038357e-02 6.806212347022178033e-02 6.871593801789170619e-02 7.074732227232934101e-02
1.500000000000000000e+00 1.169824066750589781e-01 8.336928098453649794e-02 9.141470624413762514e-02 6.105387853668392539e-02 8.933844458436536462e-02 8.924381538277847969e-02 8.730014243608293090e-02 8.505000812935289978e-02 8.743799651217806779e-02
1.600000000000000089e+00 9.990447292011400693e-02 1.135552205911501827e-01 7.631505777102470800e-02 7.445760854411470619e-02 9.763309625307801942e-02 1.034353873897959908e-01 1.061997278871476824e-01 1.012706688462256255e-01 1.021670043918516402e-01
1.700000000000000178e+00 1.902468126848144148e-01 7.650809547862813531e-02 9.676818133375764130e-02 1.106999827976502954e-01 1.047482701113711528e-01 1.199444235805380427e-01 1.154240883779105720e-01 1.185226669832661478e-01 1.171467455211429726e-01
1.800000000000000044e+00 2.109218419272226863e-01 1.675305394111838431e-01 1.216153147676293511e-01 1.333078122663286513e-01 1.410143338855169570e-01 1.362931843631657036e-01 1.301742491357112119e-01 1.338611372862776316e-01 1.339972707785494488e-01
1.900000000000000133e+00 1.073310834974258721e-01 8.093557601526307765e-02 1.388385979974937623e-01 1.458653593700278972e-01 1.544229480121149523e-01 1.379387889142132395e-01 1.433975099944562459e-01 1.472550123858768489e-01 1.485439240671289352e-01
2.000000000000000000e+00 3.092183017568153613e-01 9.131068175419958244e-02 1.549719645064467910e-01 1.497887855505393717e-01 1.612403646397587154e-01 1.586831591305140066e-01 1.584946319636157674e-01 1.607642391714813601e-01 1.615871987945383670e-01
2.100000000000000089e+00 1.686242608977467361e-02 1.853839083062045201e-01 1.477336871457032852e-01 1.759430206923119633e-01 1.619647348045037960e-01 1.754702569870605078e-01 1.705474445971917885e-01 1.717000299015425391e-01 1.727372013441130227e-01
2.200000000000000178e+00 2.464503807305973293e-01 2.172783617385204424e-01 1.843854180742757198e-01 1.614522057008878353e-01 1.796047474905299035e-01 1.743801775558065370e-01 1.821983004894240921e-01 1.861302468875136451e-01 1.840507633620936112e-01
2.300000000000000266e+00 8.132729348033677919e-02 2.360767564060561874e-01 1.716389639137106404e-01 2.093583617010665865e-01 1.968360970584389635e-01 2.001347158889612288e-01 1.939737854280127183e-01 1.906057814553741014e-01 1.936953481010190992e-01
2.400000000000000355e+00 3.712612390739646884e-01 2.025526791837797824e-01 1.988561043520898908e-01 1.870365175073100406e-01 2.154143195654693865e-01 2.006135458886876277e-01 1.986778401056545074e-01 1.991513862584621819e-01 1.999365323872755174e-01
2.500000000000000000e+00 1.803642212058756134e-01 2.591802807894045269e-01 1.922018913786405214e-01 1.836412231445638810e-01 2.009432258198768362e-01 2.062162377003993741e-01 2.018348080446624726e-01 2.024815651416568552e-01 2.064360397768059130e-01
